Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
203,13,0,360,568,1.9,22.5,31,82.93325991
30,16,30,28,0,0.9,94.84,0,2.62774057
100,10,30,360,466,1.3,15.89,17,68.58998156
144,1,30,0,0,1.2,99.3,3,0
74,4,0,0,0,3.4,55.38,6,0
82,7,30,52,806,5.1,46.06,5,26.65133266
1,0,30,0,0,1.6,90.68,-10,0
113,6,30,78,370,1.2,60.19,9,15.85872258
206,4,30,0,0,1.5,62.14,15,0
18,11,30,64,955,3.1,51.69,8,49.82884167
54,12,0,96,1010,0.8,48.34,4,71.03972026
10,18,0,0,0,0.6,93.45,0,0
66,0,0,0,0,1.9,69.41,-2,0
61,10,30,83,0,2.6,61.38,0,7.789373833
29,16,0,39,0,1.1,79.4,2,3.659986775
2,21,30,0,0,0.4,82.89,-12,0
40,2,0,0,0,2.4,80.8,1,0
49,13,0,113,862,4.9,37.08,11,60.43072685
66,14,30,172,646,2.4,45.31,9,51.23587294
106,21,30,0,0,1.5,93.27,-3,0
2,8,0,8,0,2.2,72.05,-3,0.750807773
94,23,30,0,0,2.4,48.85,4,0
95,17,30,51,544,1.7,36.9,12,14.16916065
166,14,30,105,895,1.2,41.96,25,78.52909195
67,17,0,45,648,1.1,61.54,5,15.57789162
97,17,0,9,0,5.1,35.64,10,0.844538074
169,1,30,0,0,2.7,83.96,13,0
161,19,30,0,0,3.1,100,11,0
94,17,0,64,690,1.5,35.09,14,24.02136019
147,14,0,118,905,0.5,42.48,19,83.31951386
68,6,30,10,152,2.9,52.27,0,1.220022408
157,3,0,0,0,3,88.49,8,0
137,8,30,153,6,3.2,74.99,9,14.73265943
84,18,0,15,0,1.6,71.03,6,1.407625339
91,20,0,0,0,4.1,79.14,-1,0
180,2,0,0,0,1.8,86.82,15,0
178,22,0,0,0,1.9,93.6,17,0
153,20,0,0,0,2.4,88.97,13,0
67,3,0,0,0,2.5,74.07,-2,0
171,1,0,0,0,3.2,67.32,14,0
9,9,30,81,601,3.6,64.73,5,25.14984913
77,17,30,17,0,1.2,80.09,3,1.595361317
186,12,30,333,21,2.9,63.64,19,33.12138333
103,21,0,0,0,4.3,43.12,9,0
76,7,30,101,64,2.7,62.68,9,11.07295422
57,13,30,218,16,1.4,56.57,-1,21.49140013
13,17,0,0,0,1.1,67.48,-2,0
159,23,0,0,0,0.8,99.14,16,0
159,22,0,0,0,0.8,97.68,16,0
96,6,0,24,44,0.3,68.11,3,2.533809151
20,19,30,0,0,1.6,68.37,-7,0
8,2,30,0,0,1.4,84.63,-7,0
70,23,30,0,0,2.2,100,2,0
30,18,0,0,0,0.9,98.61,-2,0
46,16,0,115,63,3.6,71.88,-4,12.3884644
49,17,0,32,565,0.9,58.93,4,9.196687696
190,9,30,81,945,2.3,37.83,23,78.15552184
20,16,0,9,0,3.6,66.8,-6,0.844686592
104,2,30,0,0,4.1,67.94,4,0
81,17,0,93,161,2.5,45.57,11,12.29258574
61,22,0,0,0,1.9,84.54,-7,0
70,13,0,286,508,3.9,27.38,13,60.89857079
164,6,30,60,713,2.3,59.73,17,28.52442461
183,14,0,111,902,3.2,43.27,27,84.06274722
99,8,30,115,758,0.7,30.37,10,49.73390879
26,22,30,0,0,3.4,77.81,3,0
38,0,0,0,0,4.1,73.52,2,0
59,20,30,0,0,2.7,81.31,-5,0
86,22,30,0,0,3.8,61.69,7,0
52,19,30,0,0,2.8,73.2,-12,0
190,6,0,45,610,4,77.55,14,16.98385232
39,17,30,0,0,1.6,74.26,6,0
0,21,0,0,0,1.9,83.46,-9,0
197,17,30,90,547,1.4,29.12,25,26.08254189
7,16,0,34,612,1.7,85.85,1,10.980081
23,23,30,0,0,1.8,73.23,-1,0
161,12,0,528,377,3.1,57.21,19,83.41334214
132,11,0,372,29,2,66.51,13,37.43995338
123,4,0,0,0,0.7,99.91,7,0
135,13,30,315,22,1.8,67.95,10,31.34174629
156,18,30,4,0,0.2,61.99,17,0.375321377
86,16,0,77,812,4.7,27.18,19,40.53381755
89,7,30,64,755,1.6,33.14,14,28.99453242
161,23,30,0,0,1.1,100,10,0
139,21,0,0,0,1.8,100,4,0
3,15,0,111,167,2.5,65.15,0,14.64026889
39,15,30,46,887,2.5,49.29,12,31.81023484
22,21,30,0,0,1.5,72.66,-4,0
169,1,0,0,0,2.6,78.62,13,0
71,0,0,0,0,2.1,100,2,0
32,1,0,0,0,2.8,59.81,-3,0
47,18,0,0,0,2.1,53.28,-5,0
193,18,0,67,0,1.7,75.5,19,6.286494852
28,9,30,69,0,1.5,61.91,3,6.475290053
149,18,0,47,625,1.6,59.19,17,18.01542607
138,1,30,0,0,3,100,5,0
109,14,0,347,414,2.8,47.17,10,62.96500528
141,23,30,0,0,0.6,100,6,0
197,2,30,0,0,1.9,72.77,13,0
14,4,0,0,0,2.4,51.85,-5,0
194,1,30,0,0,2,92.35,15,0
193,17,0,57,0,1.4,62.57,21,5.348094462
76,8,0,143,250,2.7,54.27,11,21.67623898
34,14,30,105,0,2.1,72.41,2,9.853810549
10,14,0,90,0,2.2,78.78,3,8.446030504
3,11,0,190,298,3,52.79,0,29.93747292
114,12,30,475,130,2.8,35.82,14,55.45556201
172,21,30,0,0,2.9,77.14,16,0
20,23,0,0,0,0.8,75.65,-9,0
202,21,30,0,0,0.8,67.18,17,0
39,21,0,0,0,2.7,80.42,3,0
72,19,0,0,0,2,58.68,5,0
200,16,30,29,0,3.4,45.17,22,2.72093043
203,3,0,0,0,1.5,66.89,13,0
134,6,0,62,0,1.6,89.32,9,5.817992898
103,23,0,0,0,4,49.36,7,0
52,20,0,0,0,2.8,71.27,-12,0
23,0,0,0,0,2,69.3,-4,0
80,17,30,22,0,1.2,59.82,11,2.064403712
156,17,30,11,0,0.3,48.45,19,1.032111095
36,12,0,275,251,5.1,30.75,14,39.22237719
110,15,0,273,429,2.2,32.72,15,52.35848304
152,0,0,0,0,2.8,79.12,12,0
60,18,0,0,0,3.6,100,1,0
186,23,0,0,0,1.7,95.09,12,0
119,21,0,0,0,3.7,93.09,9,0
3,4,0,0,0,2.3,72.77,-12,0
160,5,0,1,0,0.7,100,15,0.093832407
118,7,30,69,856,2.6,41.37,13,42.69468368
81,9,30,117,849,6,35.84,13,59.39721927
190,7,30,67,839,3.6,53.41,19,45.41288819
53,4,0,0,0,2.3,68.77,-12,0
57,18,30,0,0,1.9,75.17,-8,0
127,1,0,0,0,2.1,100,5,0
73,23,30,0,0,3.4,46.02,7,0
77,13,0,239,16,3.6,58.61,8,23.55374625
205,15,0,35,0,3.2,23.55,30,3.283592769
10,20,0,0,0,0.7,95.36,-1,0
167,8,30,97,864,0.6,41.3,24,64.26884028
94,13,0,104,991,4.1,15.65,19,85.19607949
141,5,0,6,0,1.9,100,4,0.563062512
37,23,0,0,0,4,71.36,3,0
85,3,0,0,0,2,81.1,1,0
128,2,0,0,0,1.3,100,5,0
182,3,0,0,0,1.6,94.38,14,0
197,8,0,75,864,2.9,27.89,26,53.38418414
161,6,30,134,247,1.8,73.98,15,20.4554647
6,10,30,90,0,1,61.34,0,8.446308975
160,20,0,0,0,0.7,92.36,14,0
171,7,0,180,229,2.2,36.72,23,26.17693949
180,8,0,193,539,1.4,35.79,27,48.12967558
74,23,30,0,0,1.2,97.82,3,0
75,11,0,90,960,6.8,37.82,15,73.47077458
79,9,30,68,992,1.9,20.1,15,61.92938854
71,21,0,0,0,0.3,67.02,4,0
95,15,30,92,881,3.6,14.96,18,53.95185483
4,6,30,0,0,3.2,67.06,-2,0
205,0,0,0,0,3.1,71.74,15,0
23,15,30,110,122,4.9,72.7,2,13.32610569
195,12,0,500,420,2.6,35.61,27,84.34420731
57,6,30,0,0,4.2,63.11,-12,0
75,6,30,2,0,3.3,92.54,3,0.187689567
6,8,30,17,0,1.5,72.89,-4,1.595484051
38,12,30,62,1010,5.9,37.93,13,60.61706738
159,18,30,58,125,0.5,69.59,19,7.224777666
41,10,0,77,945,2,66.13,3,48.61159779
67,12,0,110,1013,2.6,32.01,10,78.54204086
58,7,0,26,308,1.9,69.19,-11,4.317524241
94,1,30,0,0,1.7,54.1,1,0
117,7,0,79,708,0.7,70,6,30.96775745
195,6,0,46,573,3.7,80.19,15,15.85767676
64,18,30,0,0,0.7,65.98,0,0
102,21,30,0,0,4.6,49.21,5,0
84,13,30,172,823,5.1,35.92,12,73.66086829
41,9,30,73,901,2.1,72.12,2,41.29215849
149,2,30,0,0,0.9,100,4,0
184,21,0,0,0,2.8,68.45,19,0
137,18,30,9,0,3,82.72,8,0.844556639
7,23,30,0,0,2.5,91.74,-6,0
117,9,0,268,484,1.6,50.14,10,56.49021338
89,17,30,51,345,0.2,46.09,14,10.04017789
70,14,0,322,233,3.9,29.49,13,44.28986966
65,18,0,0,0,1.4,69.49,1,0
208,5,30,26,383,0.8,56.18,13,5.630068178
56,19,30,0,0,3.5,76.27,-10,0
131,22,30,0,0,2.3,89.16,7,0
206,5,30,28,343,2.2,54.35,18,5.629758765
182,7,30,111,0,3.6,74.37,20,10.41482475
172,23,0,0,0,3.6,78.05,15,0
125,18,30,11,0,1,92.77,10,1.032213201
79,20,0,0,0,1.3,60.93,6,0
185,18,30,61,55,2.7,87.72,18,6.568051893
99,12,0,133,945,2.3,19.79,15,88.10863006
89,2,0,0,0,1.6,57.95,4,0
5,6,30,0,0,2.6,81.8,0,0
164,11,30,507,230,3.1,44.74,23,68.11633717
199,19,0,21,205,0.6,82.98,18,3.190196634
151,20,0,0,0,2.3,79.78,14,0
5,19,0,0,0,3,84.3,1,0
67,18,0,0,0,1.2,59.98,2,0
51,16,0,72,0,4.6,78.95,-2,6.757195698
6,0,30,0,0,1.8,86.54,-2,0
126,19,0,0,0,1.3,97.29,8,0
64,1,30,0,0,3.1,67.33,-4,0
169,5,30,38,524,3.8,54.16,17,11.16581095
158,7,0,67,795,1.5,49.59,18,38.56384754
133,9,30,391,283,2.5,34.35,17,57.70566164
106,0,30,0,0,2.2,97.96,0,0
151,17,30,71,637,1.5,55.65,20,26.36545725
202,10,30,450,262,1.4,34.74,26,63.89214305
175,1,0,0,0,4.8,68.07,16,0
127,12,30,151,10,5.4,59.43,13,15.10734961
161,13,0,393,492,3.4,62.6,18,80.03640378
5,15,0,101,325,2,80.75,6,17.82992096
125,4,30,0,0,0.9,99.47,6,0
95,5,0,0,0,2.7,55.46,3,0
189,22,0,0,0,1.7,98.53,14,0
204,5,30,32,290,2.1,53.18,18,5.723588078
61,21,30,0,0,1.4,82.35,-6,0
129,0,30,0,0,3.3,82.72,-3,0
182,16,0,255,386,2.6,58.6,23,46.25530885
87,15,30,70,931,1,20.57,16,52.0764134
67,1,0,0,0,3,76.68,-2,0
28,23,30,0,0,3.3,73.56,0,0
82,19,30,0,0,0.9,63.17,5,0
89,22,0,0,0,2.3,56.57,8,0
165,19,30,0,0,1.7,96.86,14,0
153,0,0,0,0,2.1,66.85,12,0
155,4,0,0,0,0.7,100,11,0
1,17,30,0,0,0.8,73.2,-5,0
18,4,30,0,0,2.1,69.48,0,0
200,2,30,0,0,1.5,70.85,11,0
159,1,30,0,0,1.9,87.28,12,0
94,22,30,0,0,2.2,48.11,4,0
93,18,0,27,51,0.8,48.8,6,2.909092367
96,19,30,0,0,2.6,59.6,5,0
42,11,0,118,796,4,30.7,10,52.73671083
201,23,0,0,0,1.6,95.7,13,0
143,22,30,0,0,1.1,100,5,0
51,1,0,0,0,0.1,92.68,-3,0
82,9,0,67,974,5.4,29.39,8,55.92841739
48,12,30,81,1022,4.2,42.28,7,67.47143301
190,2,0,0,0,1.3,96.45,12,0
146,18,0,85,60,0.2,71.16,16,9.195474799
105,1,0,0,0,4.7,80.6,0,0
195,2,0,0,0,1.7,100,12,0
98,21,0,0,0,1.4,69.15,0,0
195,3,30,0,0,2,96.65,11,0
195,21,0,0,0,1.1,84.81,15,0
135,5,30,44,277,0.3,85.2,6,7.413493451
138,6,30,33,0,2.1,100,3,3.096877851
150,12,30,450,506,2.1,39.97,23,87.16264081
50,0,30,0,0,2.6,63.55,0,0
115,0,0,0,0,1,95.18,4,0
25,8,0,28,618,1.6,60.93,5,9.759642945
181,3,30,0,0,1.8,94.15,16,0
125,10,0,406,324,1.8,63.95,13,63.24443253
143,0,30,0,0,0.9,100,3,0
22,4,0,0,0,2.4,60.17,-5,0
78,21,0,0,0,1.5,49.58,4,0
91,21,0,0,0,3.5,76.75,-2,0
142,21,30,0,0,0.8,95.54,4,0
140,20,0,0,0,1.6,94.79,6,0
115,1,30,0,0,0.4,100,4,0
124,22,0,0,0,1.7,98.18,6,0
184,0,30,0,0,3.1,91.29,16,0
122,16,0,206,27,1.3,69.49,13,20.73741779
45,0,30,0,0,2.4,59.95,4,0
62,16,0,82,0,3,48.37,-5,7.695948819
23,0,30,0,0,2.2,69.28,-4,0
138,15,0,237,16,1.9,58.6,11,23.36529656
14,10,0,53,957,3.1,41.9,4,38.75746958
207,10,30,87,944,3.1,26.35,30,85.37341199
103,6,0,29,436,2.3,42.76,7,6.850368025
137,10,30,192,13,4.2,56.32,12,19.1424422
176,16,0,279,78,3.3,49,24,30.68016171
91,0,30,0,0,3,91.29,1,0
57,14,30,59,0,1.8,57.24,-2,5.537146475
81,20,30,0,0,2.3,77.21,5,0
148,15,0,105,0,4.5,55.52,14,9.852511016
181,23,30,0,0,2,91.71,16,0
156,21,0,0,0,1.1,80.57,12,0
156,20,0,0,0,0.9,78.66,14,0
13,2,0,0,0,0.7,94.34,-7,0
51,1,30,0,0,0.1,92.65,-3,0
129,23,30,0,0,0.6,90.31,-1,0
146,2,0,0,0,2.2,92.54,6,0
79,16,0,83,718,0.3,23,16,35.56209131
187,0,30,0,0,2.3,100,12,0
55,6,0,0,0,2.6,74.18,-2,0
189,17,30,5,0,0.6,64.75,19,0.469141407
77,23,30,0,0,1.6,88.98,0,0
45,8,0,56,580,3.7,72.85,2,15.76609688
206,9,0,99,858,2,32.1,28,66.33003229
192,23,30,0,0,1.5,71.49,17,0
69,3,0,0,0,2.6,62.56,-2,0
132,3,30,0,0,2.5,81.41,6,0
58,1,30,0,0,1.7,76.34,-11,0
85,12,30,87,989,4,35.28,17,81.91389042
132,9,30,285,22,2.4,59.65,13,28.33800983
34,22,0,0,0,1.8,81.2,0,0
82,5,30,0,0,2.7,64.19,0,0
92,14,0,142,962,2.8,26.71,8,79.20064477
61,4,0,0,0,2.5,74.28,-4,0
187,14,30,55,0,5.4,70.64,18,5.160612201
161,19,0,12,0,3.1,100,11,1.126038389
119,5,0,0,0,2,64.47,7,0
155,0,30,0,0,1.5,100,11,0
52,3,30,0,0,2.6,76.62,-11,0
176,17,0,181,293,2.8,51.76,23,29.27313663
49,8,30,124,172,4.2,52.83,5,16.42247611
103,11,30,98,1004,1.3,14.22,20,89.98033275
122,13,30,141,8,2.1,43.49,17,13.79306059
46,4,30,0,0,1.6,76.12,-4,0
121,19,30,0,0,2.5,77.42,10,0
46,5,0,0,0,1.8,83.21,-4,0
69,7,0,34,569,3.6,47.3,3,9.759857471
140,6,30,92,567,2.2,81.66,6,25.80646454
74,15,30,74,871,4.1,22.88,21,45.69336847
204,16,0,120,0,3,35.75,26,11.25852741
75,9,30,87,894,6.5,49.71,12,56.5828071
160,13,30,463,92,1,55.49,22,51.32237743
134,0,0,0,0,1,91.66,8,0
64,21,30,0,0,1.5,71.54,-1,0
1,18,30,0,0,1.5,73.6,-6,0
124,10,30,404,50,3,77.82,10,41.945391
58,8,30,81,798,1.6,65.55,-6,33.13048521
76,11,30,385,258,3.1,39.23,16,54.32836641
76,9,30,284,189,2.5,42.09,15,36.96996831
204,1,0,0,0,1.3,57.14,17,0
107,11,0,288,19,2.2,76.16,4,28.62234436
119,6,30,54,672,2.6,45.79,14,21.86319111
95,15,0,98,915,3.5,14.05,19,62.58346368
42,1,30,0,0,2.3,61.97,-2,0
163,3,30,0,0,1.6,85.57,9,0
52,14,30,247,146,3.4,62.11,-9,30.31586264
172,15,0,94,911,1.6,25.23,29,73.74092255
191,19,0,1,0,0.7,67.5,19,0.093828281
66,22,0,0,0,2.6,76.13,-1,0
10,19,30,0,0,0.6,97.78,-1,0
111,19,0,0,0,1.3,76.41,8,0
140,21,0,0,0,1.7,100,6,0
60,7,30,43,622,2.7,72.45,0,14.07718163
5,2,0,0,0,2.2,76.39,1,0
123,13,0,233,16,3.2,54.01,16,23.17634975
98,5,0,0,0,1.6,74.21,-2,0
199,7,30,158,484,0.9,55.76,20,36.780282
71,8,30,171,56,3.4,80.68,6,18.20528771
144,9,30,103,931,1,49.18,13,79.75929918
140,0,0,0,0,1.4,100,3,0
154,9,0,100,921,1,27.27,22,74.21572311
128,16,30,32,0,4.9,93.07,4,3.003000064
151,1,0,0,0,1.2,90.05,12,0
114,18,30,4,0,1.2,84.3,8,0.375358506
41,16,30,38,715,1.1,68.98,2,15.48455943
18,10,30,59,929,3.2,55.9,7,43.16670262
18,2,30,0,0,2.6,69.65,0,0
201,20,0,0,0,0.9,87.21,16,0
119,4,0,0,0,2.1,66.74,6,0
7,10,0,56,917,2.8,57.91,7,36.59785657
206,9,30,103,876,2.3,32.1,28,73.27263822
113,13,30,116,3,0.7,34.26,14,11.16617915
170,16,30,116,705,1.4,28.95,28,45.97130951
134,3,0,0,0,1.2,95.8,5,0
160,12,0,483,312,2,63.8,20,73.3729095
26,13,30,58,969,1.6,28.33,16,49.91829177
39,9,0,49,880,3.4,45.94,9,31.81128375
180,23,0,0,0,0.7,91.12,18,0
136,20,0,0,0,1,96.6,8,0
200,11,30,480,90,2.3,29.01,26,52.91507883
74,5,30,0,0,3.9,55.9,6,0
120,13,30,197,13,2.6,67.95,14,19.61118859
103,7,0,56,757,3,29.02,12,26.46161128
32,5,0,0,0,1.8,66.39,-2,0
49,14,0,80,991,4,37.86,11,59.02317886
79,15,30,72,900,0.4,19.95,16,48.41698976
67,8,0,66,783,2,47.26,5,28.34050163
174,23,30,0,0,4.7,73.18,16,0
68,21,0,0,0,1.5,67.89,0,0
10,6,0,0,0,1.7,74.56,0,0
72,21,30,0,0,2.7,70.06,3,0
138,20,0,0,0,0.7,100,3,0
23,6,0,0,0,4,60.62,-2,0
117,10,30,394,408,2,40.44,13,69.53134199
182,19,0,29,70,1.2,84.71,19,3.283989848
128,1,0,0,0,2,100,6,0
205,13,30,93,951,3.3,22.38,30,88.37555395
182,19,30,0,0,1.2,90.28,18,0
139,17,30,9,0,2.2,70.24,9,0.844547356
207,6,0,50,424,4.1,49.87,20,12.10371525
165,22,30,0,0,3.2,100,14,0
75,22,30,0,0,1.5,83.47,4,0
52,2,0,0,0,2.4,77.34,-11,0
118,6,30,53,703,2.9,52.42,10,22.23950261
109,4,30,0,0,0.4,86.94,-3,0
135,19,0,0,0,3,83.64,5,0
57,23,30,0,0,1.6,80.58,-11,0
128,7,0,28,0,0.9,95.69,5,2.627596178
79,8,30,60,928,1.8,23.85,13,44.85287648
196,10,0,115,897,0.5,30.14,27,81.71724646
198,10,0,93,933,2.3,25.16,28,82.27926212
179,3,30,0,0,1.5,94.78,15,0
35,8,0,56,19,3.9,60.6,4,5.536781368
118,10,30,96,992,2.7,23.44,19,88.19858449
174,7,30,167,528,6.3,57.33,20,41.19016275
123,17,30,43,0,3.1,80.97,11,4.034970892
42,18,0,0,0,1.3,60.24,3,0
37,0,0,0,0,4.8,54.91,4,0
136,16,0,236,44,1.2,47.42,15,24.49025819
69,0,30,0,0,2.2,67.16,-2,0
99,14,30,94,0,1.8,24.6,14,8.820343196
177,21,0,0,0,0.9,69.73,18,0
141,6,30,106,2,2.5,86.06,6,10.04106075
33,4,0,0,0,2.7,69.89,0,0
35,21,30,0,0,3.7,73.44,2,0
4,11,30,173,20,7.7,64.51,5,17.07937515
131,19,0,0,0,2.2,82.17,10,0
172,0,0,0,0,3.3,48.25,17,0
10,5,0,0,0,1.7,77.87,-1,0
190,6,30,55,712,3.9,68.07,16,26.27278514
72,13,30,75,1032,1,18.41,16,74.40828077
106,7,0,80,0,3.2,93.91,0,7.5078302
108,1,30,0,0,7.1,85.78,0,0
71,11,30,309,452,3.7,55.94,8,59.77584208
191,15,0,85,911,2.2,27.42,27,72.80434357
160,15,0,74,0,1.6,59.07,21,6.943140178
114,20,30,0,0,1.3,96.43,6,0
0,12,30,213,133,2.9,59.18,-3,25.71516623
73,4,0,0,0,4.2,61.15,3,0
50,4,30,0,0,1.6,65.07,-1,0
68,3,0,0,0,2.5,64.15,-2,0
108,12,30,391,40,3.3,46.93,8,39.97568089
181,11,30,511,378,2.4,34.66,28,81.71634813
32,8,0,49,0,1.9,57.16,1,4.59849546
191,14,30,368,433,2.2,27.07,27,67.73806193
179,14,30,369,377,3.8,44,26,63.61067987
80,15,30,215,58,1.3,29.08,15,22.98893968
70,21,0,0,0,2.4,84.08,4,0
94,8,30,85,885,3.5,22.86,14,51.60839104
20,9,30,41,0,2.5,67.5,-3,3.847889837
55,7,30,45,0,3.3,64.94,0,4.223154488
38,11,30,62,1002,5.8,39.16,13,58.92804692
165,22,0,0,0,2.9,100,14,0
171,16,0,71,902,3.7,20.81,31,58.63494055
148,20,30,0,0,1.4,98.55,7,0
152,1,30,0,0,3.5,74.89,12,0
119,4,30,0,0,2,66.75,6,0
10,17,30,0,0,0.7,96.35,0,0
182,4,30,0,0,1.7,88.18,15,0
172,20,30,0,0,2.7,73.62,17,0
22,23,0,0,0,1.7,70.48,-4,0
68,6,0,0,0,2.6,60.55,-1,0
150,8,30,331,177,3,48.49,21,42.3156246
153,22,30,0,0,2.1,100,10,0
189,2,30,0,0,0.9,100,9,0
173,16,30,241,200,1.7,26.67,28,32.64901165
83,6,0,0,0,1.2,89.04,0,0
4,1,0,0,0,2,72.14,-5,0
98,3,30,0,0,2,67.81,-1,0
13,9,30,59,872,2.2,52.66,0,31.62673472
189,8,30,95,847,0.7,49.76,20,61.45684875
68,10,30,102,991,3.5,33.65,10,70.00282256
64,22,0,0,0,1.7,73.44,-2,0
134,22,0,0,0,0.8,89.8,6,0
74,11,30,78,1014,2.5,20.55,22,77.68725504
187,23,30,0,0,3,100,12,0
90,0,0,0,0,2.9,52.78,7,0
208,4,0,0,0,0.4,66.75,11,0
45,23,30,0,0,0.4,84.91,-4,0
94,20,0,0,0,1.3,47.32,6,0
152,10,0,96,967,2.9,23.48,25,87.06690242
77,11,0,240,16,3.5,58.33,8,23.64758588
20,6,0,0,0,1.1,80.08,-6,0
95,9,30,97,961,2.6,16.3,17,69.80977603
14,23,30,0,0,4.1,48.08,0,0
187,20,30,0,0,1.7,100,12,0
128,5,30,2,0,0.3,100,5,0.187685441
196,11,0,226,16,0.3,28.05,28,22.61037876
81,4,0,0,0,4.5,77.04,3,0
58,9,30,135,1,1,63.28,-4,12.67002041
53,11,0,289,314,1.1,65.93,-1,45.14132517
83,20,30,0,0,1.2,72.96,-2,0
129,3,0,0,0,1.8,84.58,-3,0
0,16,0,41,11,2,70.27,-6,4.035724827
173,1,30,0,0,4.7,79.28,14,0
183,23,30,0,0,2.9,86.62,16,0
204,13,0,250,17,2.9,35.65,26,24.95640243
84,15,30,119,712,4.7,42.86,11,45.32304514
186,10,0,409,67,3.2,67.51,18,43.81828905
115,10,0,109,1,4.4,71.93,9,10.32224546
35,8,30,91,34,4.4,56.46,5,9.290429342
58,4,0,0,0,1.7,77.46,-13,0
46,7,0,0,0,2.3,83.1,-4,0
121,5,0,0,0,1.8,77.79,7,0
201,7,0,93,595,3.6,81.29,17,30.49486184
78,10,0,73,1031,1.1,17.07,13,69.90667987
80,13,0,367,67,1.7,22.79,17,39.22108384
133,18,30,33,2,1.5,83.25,11,3.096605568
195,19,30,0,0,0.6,78.48,17,0
186,5,0,18,0,2.9,100,13,1.689020453
138,23,30,0,0,0.9,100,1,0
166,5,0,21,4,2.2,100,12,1.970545521
78,7,0,40,660,3,57.71,5,14.26409354
203,15,0,216,14,1.6,20.84,31,21.29621041
67,5,30,0,0,2,69.53,-2,0
162,13,0,498,389,2.1,48.43,21,80.97202667
81,17,30,52,96,2.2,52.22,9,6.099508683
81,8,0,156,258,6.2,47.18,9,23.74116457
47,10,30,78,1017,5,37.98,0,59.31185858
141,21,0,0,0,1.4,100,6,0
29,4,30,0,0,1.7,77.04,0,0
15,9,30,110,1,4.6,45.77,3,10.41677095
88,21,0,0,0,1.2,49.15,7,0
205,10,30,84,966,3.2,25.6,29,87.25070989
153,4,0,0,0,1.6,69.43,8,0
156,15,0,80,926,0.8,39.14,22,72.43304456
80,5,30,0,0,2.3,52.78,3,0
179,19,30,0,0,0.7,69.66,20,0
55,10,30,260,52,4.5,59.25,3,27.21498718
135,12,0,140,8,3,58.46,12,13.88765415
204,3,30,0,0,1.5,62.44,15,0
14,1,0,0,0,2.1,52.07,-5,0
148,0,30,0,0,0.3,100,7,0
132,12,0,494,110,2.6,67.59,13,56.01917837
80,0,30,0,0,2.5,57.58,3,0
37,19,30,0,0,3.3,69.78,4,0
197,16,30,72,838,2,22.66,27,48.03585555
204,23,0,0,0,2.9,67.5,16,0
191,16,30,119,692,1.8,31.43,25,45.69135935
96,22,30,0,0,1.2,66.68,3,0
181,2,0,0,0,2.6,85.33,17,0
43,18,0,0,0,0.4,52.9,5,0
160,15,30,319,80,1.7,62.87,20,34.99756425
34,20,30,0,0,1.4,79.07,0,0
43,18,30,0,0,0.6,56.77,4,0
87,18,30,0,0,1.7,45.67,8,0
144,23,0,0,0,0.9,100,6,0
32,6,0,0,0,1.5,68.02,-2,0
198,23,0,0,0,0.5,91.01,14,0
69,5,30,0,0,2.8,54.42,-1,0
199,15,30,123,3,0.9,62.97,21,11.72827733
7,9,30,50,880,3.4,57.71,6,30.31086563
108,0,0,0,0,5.1,86.26,0,0
30,10,30,190,32,2.2,74.11,3,19.33202538
158,20,0,0,0,1.1,71.74,16,0
195,12,30,492,273,2.7,35.6,26,70.45961737
67,2,0,0,0,2.8,75.8,-2,0
19,13,30,171,17,3,36.98,2,16.79840084
107,5,30,4,0,2,70.5,0,0.37539151
123,9,30,51,0,1.7,65.55,13,4.785557951
164,5,30,38,488,2.2,74.34,14,10.7908454
36,11,30,110,821,5.1,32.84,13,53.20414428
197,6,0,44,598,3.5,49.54,19,15.85697955
158,6,30,60,729,2.2,59.39,16,28.90006365
36,22,0,0,0,4.8,57.6,3,0
24,22,0,0,0,3.4,74.86,1,0
39,3,0,0,0,2.5,75.96,0,0
55,14,0,60,0,5.8,66.6,1,5.630810768
66,1,30,0,0,1.8,68.22,-2,0
42,0,0,0,0,1.8,62.49,-3,0
41,18,30,0,0,0.9,66.53,0,0
172,8,0,103,824,2.2,36.54,23,56.10684521
81,2,30,0,0,3.4,82.76,4,0
208,3,30,0,0,0.5,66.64,11,0
67,10,30,107,984,2.4,36.66,9,69.62823758
92,4,0,0,0,0.9,75.06,-3,0
98,20,0,0,0,1.3,64.02,1,0
43,7,0,0,0,1.6,67.41,2,0
108,17,30,86,84,2.8,69.15,4,9.85359396
8,6,0,0,0,1.4,78.88,-7,0
58,2,0,0,0,1.8,75.01,-12,0
184,22,30,0,0,2.5,72.32,18,0
179,23,0,0,0,1.2,82.59,16,0
84,20,0,0,0,1.7,79.4,4,0
116,3,0,0,0,1.8,99.99,0,0
174,8,30,163,731,6.1,48.71,22,61.73697321
198,1,30,0,0,1.2,73.33,12,0
111,13,30,436,224,1.4,33.54,16,58.36311556
150,16,30,143,582,1.2,62.94,19,41.19061552
197,13,30,414,47,2.4,20.64,30,42.87433987
142,2,0,0,0,0.8,100,4,0
31,15,30,106,7,3.3,49.78,-2,10.13579355
170,18,0,89,313,1.5,46.02,25,16.04357792
28,17,0,16,0,2.2,74.32,0,1.50156604
118,4,0,0,0,1.7,80.21,3,0
21,7,30,22,0,3,45.23,-10,2.064880208
